1763707966,57,87,-0.043,0.005,0.009,-0.103,-0.074,10.060,-18.300,-23.550,49.050,24.562,21.625,24.973,983.760,29.448,174988,251140,10717116,19448816,27.0,55.306,11.721,0.969,0.837,2.960,0.071,0.214,5.339,0.953,28.593,51.206
1763707971,58,87,-0.039,0.004,0.009,-0.053,-0.127,10.053,-18.900,-22.650,48.900,24.562,21.625,24.972,983.753,29.454,182100,244028,10717116,19448816,54.4,55.844,11.704,0.966,0.981,2.965,0.029,0.249,5.345,0.951,28.123,51.206
1763707974,1,87,-0.039,0.001,0.009,-0.091,-0.096,10.065,-19.350,-22.950,48.150,24.562,21.625,24.973,983.780,29.437,216720,209408,10717116,19448816,41.5,55.844,11.675,0.964,1.099,2.961,0.051,0.301,5.345,0.950,28.280,51.676
1763707979,2,87,-0.036,-0.001,0.012,-0.101,-0.113,10.082,-17.850,-22.200,48.150,24.562,21.625,24.974,983.779,29.448,215608,210520,10717116,19448816,34.5,57.458,11.681,0.970,0.837,2.960,0.051,0.217,5.350,0.952,28.228,51.363
1763707984,3,87,-0.039,0.004,0.004,-0.077,-0.110,10.108,-18.150,-23.700,48.900,24.562,21.625,24.973,983.771,29.454,216760,209368,10719948,19445984,32.8,56.920,11.675,0.966,1.046,2.954,0.061,0.276,5.350,0.950,28.489,51.415
1763707989,4,87,-0.038,0.003,0.006,-0.103,-0.129,10.053,-19.050,-24.000,48.750,24.562,21.625,24.973,983.778,29.448,173436,252692,10719984,19445948,26.6,55.844,11.698,0.967,0.869,2.968,0.049,0.212,5.356,0.953,28.228,51.050
1763707994,5,87,-0.038,-0.001,0.008,-0.110,-0.110,10.082,-18.000,-24.000,48.750,24.500,21.625,24.973,983.767,29.443,172544,253584,10713164,19452768,30.7,54.230,11.692,0.968,0.835,2.963,0.054,0.214,5.350,0.953,28.228,50.997
1763707999,6,87,-0.041,0.003,0.004,-0.038,-0.096,10.151,-20.400,-24.150,47.400,24.500,21.625,24.974,983.766,29.443,172472,253656,10713164,19452768,25.7,54.230,11.692,0.969,0.835,2.965,0.069,0.213,5.356,0.953,28.280,51.258
1763708004,7,87,-0.040,0.003,0.007,-0.115,-0.139,10.120,-17.850,-23.400,47.100,24.562,21.625,24.973,983.768,29.448,220428,205700,10713164,19452768,45.8,54.230,11.704,0.967,1.091,2.969,0.061,0.317,5.350,0.950,27.862,51.624
1763708009,8,87,-0.039,-0.002,0.006,-0.086,-0.117,10.127,-18.900,-22.950,49.650,24.562,21.562,24.972,983.769,29.454,213116,213012,10713172,19452760,42.0,56.382,11.692,0.970,0.919,2.961,0.044,0.245,5.339,0.951,28.019,51.467
1763708014,9,87,-0.040,0.003,0.002,-0.124,-0.141,10.060,-17.850,-22.950,47.100,24.500,21.625,24.972,983.768,29.448,218648,207480,10715988,19449944,33.2,57.996,11.721,0.969,1.033,2.963,0.029,0.285,5.356,0.951,28.071,51.467
1763708019,10,87,-0.039,0.004,0.006,-0.096,-0.124,10.108,-17.700,-23.550,48.300,24.500,21.625,24.972,983.767,29.448,166268,259860,10713752,19452180,25.4,55.844,11.692,0.968,0.803,2.968,0.064,0.201,5.350,0.951,28.019,51.258
1763708024,11,87,-0.044,0.003,0.009,-0.089,-0.146,10.125,-17.850,-23.700,47.850,24.562,21.562,24.972,983.763,29.448,166268,259860,10713752,19452180,25.6,54.230,11.732,0.968,0.807,2.967,0.054,0.206,5.368,0.953,27.810,50.997
1763708029,12,87,-0.040,-0.002,0.008,-0.156,-0.053,10.116,-18.750,-22.050,49.050,24.562,21.562,24.973,983.772,29.437,220728,205400,10713752,19452180,36.0,55.306,11.715,0.965,1.042,2.968,0.064,0.284,5.362,0.951,27.862,51.520
1763708034,13,87,-0.040,-0.000,0.002,-0.079,-0.134,10.048,-18.300,-23.250,48.300,24.562,21.562,24.973,983.774,29.437,221396,204732,10713752,19452180,38.6,56.382,11.704,0.969,0.913,2.963,0.054,0.251,5.373,0.953,27.444,51.363
1763708039,14,87,-0.040,0.007,0.010,-0.134,-0.144,10.032,-18.750,-23.250,47.250,24.562,21.562,24.973,983.769,29.426,218744,207384,10716592,19449340,35.6,57.458,11.726,0.967,1.085,2.963,0.051,0.296,5.362,0.951,28.228,51.415
1763708044,15,87,-0.041,0.003,0.005,-0.163,-0.105,10.063,-18.600,-21.900,47.850,24.562,21.562,24.972,983.776,29.426,166044,260084,10712068,19453864,27.1,55.306,11.721,0.967,0.833,2.967,0.054,0.215,5.373,0.951,27.966,51.258
1763708049,16,87,-0.043,0.001,0.011,-0.091,-0.132,10.065,-17.250,-23.250,48.000,24.562,21.562,24.971,983.774,29.426,166264,259864,10712068,19453864,25.0,54.230,11.715,0.969,0.798,2.968,0.034,0.200,5.373,0.953,27.966,51.258
1763708054,17,87,-0.038,0.007,0.011,-0.045,-0.101,10.063,-17.400,-23.400,48.600,24.500,21.562,24.970,983.772,29.448,220760,205368,10712068,19453864,34.5,54.230,11.692,0.967,1.047,2.974,0.064,0.286,5.373,0.950,27.810,51.415
1763708059,18,87,-0.039,0.001,0.009,-0.067,-0.065,10.135,-18.300,-22.800,47.250,24.500,21.562,24.970,983.760,29.437,213020,213108,10712068,19453864,25.8,55.844,11.704,0.968,0.989,2.972,0.054,0.270,5.379,0.951,28.071,51.572
1763708064,19,87,-0.034,0.001,0.011,-0.105,-0.062,10.123,-17.400,-22.650,47.400,24.500,21.562,24.970,983.756,29.442,217516,208612,10714896,19451036,34.3,57.458,11.709,0.967,1.026,2.969,0.059,0.255,5.379,0.950,27.810,51.363
1763708069,20,87,-0.036,-0.003,0.008,-0.084,-0.163,10.084,-18.300,-22.800,47.700,24.500,21.562,24.969,983.758,29.442,175040,251088,10714908,19451024,25.5,55.306,11.738,0.968,0.812,2.973,0.056,0.204,5.385,0.953,27.966,51.206
1763708074,21,87,-0.037,0.000,0.011,-0.074,-0.074,10.120,-19.500,-23.250,48.750,24.500,21.500,24.968,983.751,29.437,171900,254228,10712652,19453280,24.7,54.230,11.692,0.969,0.799,2.967,0.059,0.201,5.373,0.953,28.123,51.206
1763708079,22,87,-0.041,0.002,0.011,-0.072,-0.124,10.092,-18.600,-22.950,47.400,24.562,21.562,24.967,983.757,29.431,171996,254132,10712652,19453280,25.4,53.692,11.692,0.969,0.828,2.962,0.059,0.212,5.385,0.952,27.966,51.363
1763708084,23,87,-0.034,0.002,0.011,-0.069,-0.124,10.096,-18.000,-22.350,48.750,24.500,21.562,24.966,983.752,29.442,218976,207152,10712648,19453284,34.2,55.844,11.704,0.966,0.965,2.961,0.044,0.280,5.385,0.953,28.123,51.415
1763708089,24,87,-0.041,0.005,0.008,-0.136,-0.153,10.099,-18.750,-22.800,49.500,24.500,21.625,24.966,983.750,29.453,218220,207908,10715492,19450440,34.3,56.920,11.715,0.965,1.065,2.971,0.061,0.295,5.385,0.950,28.019,51.520
1763792307,108,94,-0.039,-0.003,0.009,-0.757,-0.192,10.013,-18.000,-34.650,51.300,23.062,22.188,23.657,982.099,22.324,254344,171784,10720524,19445408,38.0,55.844,11.698,0.968,4.392,0.302,0.054,0.296,4.103,0.954,26.713,51.467
1763792312,109,94,-0.039,0.001,0.007,-0.776,-0.168,10.051,-17.850,-34.500,51.150,23.062,22.188,23.661,982.098,22.345,210944,215184,10720564,19445368,30.6,55.306,11.692,0.971,3.895,0.302,0.054,0.251,4.108,0.956,26.556,51.363
